0
-0,002038046
0,3926643
0,02796506
0,7049316
0,1461455
0,8837981
0,3697263
0,9209173
0,6701744
0,8533873
0,9816676
0,7478585
1,223835
0,6739822
1,330349
0,6771837
1,272741
0,7609803
1,070589
0,8854801
0,7842761
0,9826273
0,4930393
0,9824868
0,2664697
0,8407135
0,1400773
0,5568894
0,103983
0,1768079
0,1088862
-0,2222326
0,08698628
-0,5577283
-0,0200568
-0,7701391
-0,2366749
-0,8425094
-0,5416953
-0,8043153
-0,8738688
-0,7181991
-1,152651
-0,6546375
-1,306558
-0,6640847
-1,298568
-0,7570577
-1,139141
-0,8996472
-0,8820079
-1,026153
-0,6043314
-1,064127
-0,3786321
-0,9624392
-0,2469382
-0,7118588
-0,2067704
-0,350381
-0,2141283
0,048749
-0,2022816
0,4019366
-0,1092509
0,6438569
0,0963888
0,7492037
0,4011297
0,7395498
0,7490531
0,6728583
1,060411
0,6196603
1,259419
0,6348861
1,300949
0,7359455
1,186229
0,8953028
0,9617132
1,050357
0,7015861
1,12695
0,4804312
1,067723
0,346269
0,8546869
0,3039957
0,5175458
0,3153571
0,1245872
0,3153947
-0,2405314
0,2391353
-0,507519
0,04845438
-0,6430758
-0,2510249
-0,6606856
-0,6094162
-0,6130211
-0,9487365
-0,5699033
-1,189811
-0,590143
-1,279955
-0,6978662
-1,211169
-0,8722377
-1,0221
-1,054471
-0,7830896
-1,169538
-0,5699047
-1,154476
-0,4359711
-0,9827067
-0,393458
-0,6752501
-0,410242
-0,2945922
-0,4238219
0,07657228
-0,366911
0,3638616
-0,1950558
0,5264332
0,09413645
0,5695917
0,4574485
0,5401742
0,819615
0,5065423
1,099031
0,5307543
1,236098
0,6434075
1,213706
0,8306263
1,062264
1,038122
0,8474633
1,19085
0,6453686
1,220948
0,5141698
1,093521
0,4731311
0,8206207
0,4965803
0,4581589
0,5251344
0,0868563
0,4899038
-0,215735
0,3405499
-0,4017666
0,06662398
-0,4683703
-0,2958887
-0,4560737
-0,6753673
-0,4310508
-0,9887691
-0,4579448
-1,170313
-0,5735127
-1,19401
-0,771027
-1,081704
-1,001336
-0,8936883
-1,190244
-0,7054488
-1,265761
-0,5792526
-1,18505
-0,5412068
-0,9510177
-0,5723438
-0,6123149
-0,6170302
-0,246704
-0,6055058
0,06604642
-0,4820614
0,2716984
-0,2282445
0,359312
0,1276724
0,3627055
0,5186014
0,3451678
0,8610768
0,3732399
1,083942
0,4894636
1,152672
0,6943738
1,080325
0,9445462
0,9211223
1,1675
0,7491078
1,287939
0,6299019
1,255567
0,5961334
1,064084
0,6357235
0,7542792
0,6973831
0,4000135
0,7112294
0,08229739
0,6167618
-0,1389289
0,3876708
-0,2448464
0,04412296
-0,262243
-0,3521649
-0,2508607
-0,718327
-0,2784344
-0,9787083
-0,3928558
-1,090692
-0,6019606
-1,058441
-0,8685849
-0,9295097
-1,122817
-0,7756629
-1,28693
-0,6651217
-1,303738
-0,636649
-1,157791
-0,6851689
-0,881514
-0,7642887
-0,5439767
-0,8047589
-0,2264471
-0,7419267
0,006180913
-0,5418651
0,1274906
-0,2163366
0,1569995
0,1790905
0,1502829
0,5631692
0,1755557
0,8566775
0,2855681
1,009453
0,4954182
1,016763
0,7746713
0,918983
1,056818
0,7847982
1,262614
0,6842571
1,328643
0,6618088
1,230473
0,7194221
0,9917719
0,8161059
0,6759877
0,8839993
0,3636668
0,85499
0,1238555
0,6878653
-0,009796804
0,3857844
-0,04937856
-0,002538956
-0,04572756
-0,3984785
-0,06682145
-0,720221
-0,1697256
-0,9106964
-0,3766842
-0,956382
-0,6643903
-0,8900569
-0,9705403
-0,7765683
-1,215309
-0,6870073
-1,329794
-0,6710052
-1,280862
-0,7375466
-1,083138
-0,8514931
-0,7936925
-0,9471203
-0,4913866
-0,9535962
-0,2485768
-0,822843
-0,1057017
-0,5493197
-0,05817731
-0,1742604
-0,06042118

